_id,title,tuotenumero,createdAt,updatedAt,__v,artist,created_by,updated_by,Taiteilija,teosnimi,nayttokuva,hinta,korkeus,leveys,tekniikka,valmistumisvuosi,vedosmaara
5f7ef4c12adb35056c7875ae,Polameri,,2020-10-08T11:15:13.927Z,2020-10-08T11:15:13.938Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Erämaalatu,[],150,48,63,Serigrafia,,
5f7ef5032adb35056c7875af,Polameri,,2020-10-08T11:16:19.775Z,2020-10-08T11:16:19.786Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Ladolla,[],150,48,63,Serigrafia,,
5f7ef5402adb35056c7875b0,Polameri,,2020-10-08T11:17:20.023Z,2020-10-08T11:17:20.036Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Pilkillä,[],100,,,Serigrafia,,
5f7ef5722adb35056c7875b1,Polameri,,2020-10-08T11:18:10.939Z,2020-10-08T11:18:10.951Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Hirvet,[],100,52,65,Serigrafia,1995,
5f7ef5d92adb35056c7875b2,Polameri,,2020-10-08T11:19:53.813Z,2020-10-08T11:19:53.825Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Kissa (pieni),[],60,19,18,Serigrafia,,
5f7ef7ae2adb35056c7875b3,Polameri,,2020-10-08T11:27:42.835Z,2020-10-08T11:27:42.850Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Lintu (pieni),[],60,19,18,Serigrafia,,
5f7ef7fa2adb35056c7875b4,Polameri,,2020-10-08T11:28:58.989Z,2020-10-08T11:28:59.001Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Kukka (pieni),[],60,19,18,Serigrafia,,
5f7ef8262adb35056c7875b5,Polameri,,2020-10-08T11:29:42.936Z,2020-10-08T11:29:42.947Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Käpy (pieni),[],60,19,18,Serigrafia,,
5f7ef8582adb35056c7875b6,Polameri,,2020-10-08T11:30:32.584Z,2020-10-08T11:30:32.596Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Kaksi lintua,[],,24,24,Serigrafia,,
5f7ef9552adb35056c7875b7,Polameri,,2020-10-08T11:34:45.221Z,2020-10-08T11:34:45.233Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Lintuemo poikasineen,[],,37,32,Serigrafia,,
5f7ef9bb2adb35056c7875b8,,,2020-10-08T11:36:27.287Z,2020-10-08T11:36:27.298Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Keltasilmäinen lintu,[],,37,32,Serigrafia,,
5f86ecc62adb35056c7875be,Polameri,,2020-10-14T12:19:18.030Z,2020-10-14T12:19:18.057Z,0,,5f688f48e380b82d111d51f5,5f688f48e380b82d111d51f5,5f68967ae380b82d111d51f6,Viekas lintu,"[{""$oid"":""5f86ebb42adb35056c7875bd""}]",150,,,Serigrafia,,
