_id,etunimi,sukunimi,syntymavuosi,esittely,tiedostonimi,createdAt,updatedAt,__v,created_by,updated_by,tunniste
6038156cca47cb6bac375f1c,Alvar,Gullichsen,1961,Alvar Gullichsen on Suomen taiteessa ilmiö. Hänellä on sekä ideoita että taito varioida itseään ja ympäröivää yhteiskuntaa. Hänen töissään mielikuvitus ja todellisuus näyttävät pitkää nenää toisilleen.,gullichsen,2021-02-25T21:23:56.952Z,2021-02-25T21:27:13.516Z,0,5f5e939f267b3176509901b3,5f5e939f267b3176509901b3,gullichsen
